,datetime,city,state,country,shape,duration_s,hours,comments,date_p,latitude,longitude
1097,10/12/1997 19:00,white tank mountains,az,us,light,1200,20 minutes,Saw bright light past mountains. Looked at it through binoculars. It was very large. Must have been 18 or 19 miles away. Due to it&#39s si,1/28/1999,33.539165999999994,-112.55841399999998
1101,10/12/1998 02:00,miami twp.,oh,us,other,1200,20 min.,I work as a security officer and during my outside rounds I observed a white light in the northen sky.  The weather was partly cloudy a,2/16/1999,39.612875,-84.248952
1109,10/12/1999 10:30,jersey,nj,je,disk,180,3 min,I was on my roof. look up i saw two gray disk like abjects . .no lights just at a dead stop.,7/5/2008,49.214439,-2.13125
1113,10/12/1999 21:33,minnesota (central&#44 rural),mn,us,chevron,90,90 seconds,observed two chevron crafts hovering 225 &amp; 300 feet. aprox. 500 feet from my location. They were directly to my west&#44 and also observed,10/19/1999,46.729553,-94.6859
1118,10/12/1999 23:00,norwark,ct,us,fireball,60,1 minute,I saw a white object shoot across the sky at about 50-100 feet high. Looked like a comet&#44 but was way to close to the ground and was tr,11/2/1999,41.117744,-73.408158
1120,10/12/2000 11:09,la serena (vi&ntilde;a del mar) (chile),,cl,formation,7620,127 m,I dont Write English But I Have a 3 Videos Bery high resolution My email victorvialt@123click.cl Chile Suth America,4/25/2002,-29.906301000000003,-71.25020400000001
1124,10/12/2000 18:45,gilbert/mesa/chandler,az,us,light,2100,35 minutes,I watched it for 40 minutes&#44 with my Binoculars and someone on the phone&#44 letting me know I was not the only one&#33  This make twice now&#33,12/2/2000,33.348216,-111.78958100000001
1128,10/12/2000 20:08,brixham&#44 devon (uk/england),,gb,light,600,10 minutes,Unusual lights which blink on and off&#44 before one disappears and one starts moving and flies across the horizon.,12/2/2000,50.395140000000005,-3.513924
1132,10/12/2001 12:34,dublin (republic of ireland),,,light,754,12:34,it was just threefashhes of ight in the sky,11/20/2001,0.0,0.0
1135,10/12/2001 19:40,sainte-suzanne (near switzerland) (france),,fr,other,2,2 secondes,The craft was too dark&#44 but behind i have seen a long and large light blue flame&#44 and all disapeared after a zigzag of 2 sec. The direc,10/12/2001,48.097456,-0.349277
1146,10/12/2002 19:13,australia (rural),,au,other,420,7 minutes,This was a very close encounter with  unidentifiable flying phenomenon.,8/12/2008,-25.274398,133.775136
1153,10/12/2003 00:00,acton/aqua dulce,ca,us,circle,10,8-10seconds,BRIGHT RED OBJECT DECENDS/THEN TURN BRIGHT GREEN/BLUE AND SHOOTS OFF&#33,10/31/2003,34.493484,-118.21636000000001
1163,10/12/2003 24:00,salatiga (indonesia),,id,disk,22,22 seconds,UFO in Salatiga&#44Indonesia,10/31/2003,-7.33683,110.49881699999999
1168,10/12/2004 08:20,santa anna,ca,us,cylinder,60,a minute or two,Lighted object sighted in broad daylight over Santa Anna Calif.,10/27/2004,33.745573,-117.867834
1171,10/12/2004 15:00,antibes (france),,fr,sphere,2700,45 minutes,Round sphere off the coast of southern France.,5/15/2013,43.580418,7.125102
1172,10/12/2004 16:00,&iacute;safj&ouml;r&eth;ur (iceland),,is,cylinder,900,15 min,Cylinder hiding from fighter jets in west Iceland,10/27/2004,66.07583299999999,-23.126667
1177,10/12/2004 23:00,delhi (india),,,circle,300,5 minutes,Disk like object sighted in India,7/5/2005,0.0,0.0
1185,10/12/2005 19:35,gurgaon (india),,in,oval,420,5-7 minutes,Blue oval ball over Gurgaon sky line,10/20/2005,28.459497,77.026638
1192,10/12/2006 14:00,cotswold (eastleich) (uk/england),,us,oval,0,,DISC  CRAFT OVER COTSWOLDS UK,12/14/2006,35.184870000000004,-80.79071
1203,10/12/2007 19:00,monton (canada),nb,ca,oval,0,an going,8 circling lights seen in Moncton N.B.,11/28/2007,46.087817,-64.778231
1205,10/12/2007 20:00,indiana/ohio (in flight),in,us,disk,300,5 minutes,Lights over Indiana or Ohio 10/12/2007,11/28/2007,37.060704,-88.525335
1235,10/12/2009 22:00,houston/tomball,tx,us,light,60,about a minute,A white light like a star traveling very fast chafing directions then dissapeared.,12/12/2009,30.099121000000004,-95.61581899999999
1237,10/12/2010 00:00,port au port west (canada),nf,ca,light,900,10 -15 min,moving  bright white light fades out / moves far away then returns shortly after,11/21/2010,48.539371,-58.776848
1253,10/12/2010 22:30,fort mohave,az,us,changing,3600,1 + hours,Circular craft seen over Fort Mohave&#44 Arizona with fast moving perimeter lights.,11/21/2010,35.022484999999996,-114.58927
1282,10/12/2012 20:00,deptford,nj,us,sphere,600,10 minutes,My husband and I saw a slow-moving&#44 low-flying&#44 orange globe going over our development around 8:00 at night.,10/30/2012,39.819722,-75.122778
1293,10/12/2012 23:00,varanasi (india),,in,changing,8,8 seconds,I Witnessed a holographic-like display of about 50 points of light rapidly transforming into various 3-dimensional rectangular shapes,10/14/2013,25.317645000000002,82.97391400000001
1316,10/12/2013 21:00,koh samui (thailand),,th,circle,45,45 seconds,Bright orange sphere in nighttime sky in Thailand.,10/14/2013,9.512017,100.013593
1325,10/12/2013 22:05,chandlerville,oh,us,diamond,2400,>20-40 minutes,Northeastern view of red and green shaped diamond changing flight pattern for the past 25 mins,10/14/2013,39.898404,-81.827354
1329,10/12/2013 22:30,west newbury,ma,us,sphere,600,10 minutes,Witness one saw sphere shape with multiple lights&#44 stationary for a while.  green to red.    Witness 2 saw zig zagging pattern&#44 like a,10/14/2013,42.766667,-70.845833
1336,10/13/1917 24:00,fatima (portugal),,pt,disk,0,,Miracle of the SunFrom Wikipedia&#44 the free encyclopedia  (Redirected from Solar Miracle of Fatima) Jump to: navigation&#44 search   Locati,3/23/2011,39.617206,-8.652142
1343,10/13/1992 17:20,death valley,ca,us,triangle,1200,20. min,Large Black Triangle emits flares&#44 watched for over 20 min.  Very ironic circumstances,2/24/2007,36.505389,-117.079408
1348,10/13/1995 22:30,meridith,mi,us,light,180,3 minutes,4 rectagler lights 50 foot apart in a streight horizonal line&#44 low huming noise,10/28/2002,44.130575,-84.60724
1355,10/13/1997 05:00,ogden/clinton,ut,us,circle,10800,3 hours,My husband woke me up to see this. It is hard to describe because it was inside a cloud. It had an outer ring of triangular lights that,8/5/2001,41.184944,-112.014664
1358,10/13/1997 24:00,sandy,ut,us,light,0,,A bright light spotted over the Great Salt Lake.,4/1/2001,40.5725,-111.85972199999999
1359,10/13/1998 02:30,heron state park (between dulce and taos),nm,us,changing,3600,approx. 1hr,Watched a strange light for about an hour. During its flight&#44 it made numerous odd flight changes&#44 including bouncing up and down like,2/16/1999,36.665547,-106.691032
1360,10/13/1998 06:00,painesville twp,oh,us,oval,1200,20 minutes,metallic sphere  sitting upon surface of lake erie. silent and shimmering rotating appearance,10/11/2005,41.734069,-81.242025
1368,10/13/2000 01:00,mohawk valley,az,us,other,30,30sec.,While driving East between Dome and Mohawk Valley I observed a boomerang shaped craft. Initially it appeared to be stationary although,12/2/2000,32.686184000000004,-114.19394399999999
1369,10/13/2000 01:00,mohawk valley,az,us,other,60,60sec.,When driving East between Dome and Mohawk Valley in Western Arizona I spotted a boomerang shaped craft just south of I-8. When I first,12/2/2000,32.686184000000004,-114.19394399999999
1375,10/13/2000 19:00,oklahoma (route 44),ok,us,fireball,120,several minutes,Flaming rock seen in sky over Oklahoma,12/20/2000,35.46756,-97.516428
1388,10/13/2001 15:00,franconia notch/white mountains,nh,us,cigar,2,2 seconds,SIGHTING at FRANCONIA NOTCH&#44 New Hampshire   October 13&#44 2001,1/11/2002,43.193852,-71.572395
1389,10/13/2001 17:30,franconia notch (i-93&#44 southbound),nh,us,cigar,3,3 seconds,UFO AT CANNON MOUNTAIN INT 93&#44 N.H. OCT 13&#44 2001,1/11/2002,44.152565,-71.679528
1401,10/13/2002 22:00,budapest (hungary),,hu,oval,600,10 minutes approx,Blue-greay oval over Szentendre (Hungary),7/23/2003,47.497912,19.040235
1409,10/13/2003 12:30,guasave sinaloa,,mx,changing,480,8 minutes,Change form getting energy,11/26/2003,25.566699,-108.46730500000001
1410,10/13/2003 17:00,kansas ??  (in-flight sighting),ks,us,unknown,1200,15 - 20 minutes,Huge Unknown Phenomenon (Distant Stobe Effects) Seen From Airplane Window on Cross-Country Flight,3/23/2004,39.011902,-98.484246
1433,10/13/2004 23:00,oregon,or,us,circle,900,15 minits,my father and i saw somthing that night  we do not understand the object was like nothing weve ever seen.,5/15/2006,43.804133,-120.554201
1455,10/13/2006 04:30,simco (20-40 km west of) (canada),on,ca,circle,30,30 seconds,Hovering 300m in the air 500m off road side one bright middle light and a dimmer light circling the object no red and blue lights like,10/30/2006,42.837263,-80.30404200000001
1468,10/13/2007 02:25,kagoshima (japan),,jp,formation,15,10-15 seconds,Object was a birdlike formation suddenly apearing in the sky then gradually passing toward north-east and suddenly vanishing. Event las,11/28/2007,31.596553999999998,130.55711599999998
1469,10/13/2007 04:50,noida (india),,in,fireball,120,2 minutes,FOOTBALL SHAPED AND SIZED BRIGHT OBJECT IN THE NIGHT SKY,11/28/2007,28.535515999999998,77.391026
1476,10/13/2007 19:00,timaru (new zealand),,nz,fireball,0,10,the ufo was hoverig over  a field on a friends farm.  the ufo was like a fire ball with green lights flashing. after a while it flew aw,11/28/2007,-44.396972,171.254973
1480,10/13/2007 22:40,irvine/newport beach,ca,us,disk,60,< 1 minute,Disk-Like object  with lights west of John Wayne Airport,11/28/2007,33.606775,-117.88971000000001
1494,10/13/2009 14:00,whakatane (new zealand),,nz,triangle,1800,15-30min,Hi I decided to get out of Auckland City for a while&#44so me and my girlfriend went for a drive&#44so we decided to go to Whatatane&#44its a sm,12/12/2009,-37.953410999999996,176.990801
1512,10/13/2010 20:30,brick,nj,us,circle,120,2 minutes,A fire disk was seen moving slowly as the light dimmed and object disappeared. 500 Lights On Object0: Yes,11/21/2010,40.057838000000004,-74.137183
1528,10/13/2011 18:45,mysore (india),,in,light,10,10 sec,It was a star like thing which was not twinkling . . . But moving very swiftly . . &#33,10/19/2011,12.295810000000001,76.639381
1537,10/13/2011 22:00,atlantic coast (at sea on cruise ship) (canada),nv,us,other,10,less than ten seconds,Pill Shaped Dark Object Illuminated By The Ships Own Light At Sea,10/19/2011,38.802609999999994,-116.419389
1540,10/13/2011 24:00,highway 95 (eastbound),nv,se,,0,,I didn&#39t see anything unill uploading my pictures from camera to my computer,10/25/2011,65.71295500000001,18.718041
1543,10/13/2012 02:00,benidorm (spain),,es,changing,660,11 minutes,Best UFO Sighting Footage of 2012.,11/4/2012,38.541057,-0.122494
1573,10/13/2012 22:54,vineland (canada),on,ca,circle,2400,40 minutes,Tiny stars.,2/4/2013,43.151355,-79.39277
1583,10/13/2013 18:12,afton,mo,us,sphere,1200,20 minutes,As I watched the sunset I observed a large white sphere stationary to the south west of St.louis&#44 looked to be at least 40&#44000 feet&#44 ha,10/14/2013,38.550608000000004,-90.33317199999999
1594,10/13/2013 20:00,jefferson/johnson creek,wi,us,light,1200,20 minutes,Saw abnormal lights over jefferson county,10/14/2013,43.076113,-88.774271
1608,10/13/2013 23:05,kolhapur (india),,in,triangle,3,2-3 seconds,Place: Kolhapur&#44 Maharashtra&#44 India Location:- Chandwani Hall&#44 Tarabai Park Time:- Indian standard time 23:05 (11:05 p.m. ) Lat,10/14/2013,16.691308,74.244866
1610,10/14/1964 02:00,bettendorf,tx,,other,0,don&#39t remember,I was 10 years old I was laying in my bed and I heard and felt a buzzing and vibration I looked out my bedroom window and I saw somethi,4/4/2014,0.0,0.0
1631,10/14/1998 01:45,south eastern coast (republic of ireland),,cn,chevron,300,5 min,Was at a hotel on the southern coast of Ireland&#44 just enjoying the night air&#44 when a light appeared about 30 degrees off the horizon&#44,11/1/1998,22.564254000000002,114.229432
1650,10/14/2000 18:43,kuantan (malaysia),,my,sphere,300,5 minutes,I&#39m the Chinese which has staying in Malaysia (Asia Country). I saw the crafts which look like sphere shape flying in the sky for about,12/2/2000,3.8249730000000004,103.3239
1657,10/14/2001 19:50,demming (canada),ns,us,circle,20,10 to 20 sec,white very brigt just east of mars. about 6 times the size of mars. became brighter and larger. began to fade and then shot off and dis,11/20/2001,32.268698,-107.75863999999999
1660,10/14/2001 22:00,aurangabad (india),,in,triangle,0,12,It resembles very closely to a delta formation photo on your website.,10/28/2002,19.876165,75.343314
1669,10/14/2002 18:45,lebanon/brownsville,or,us,unknown,120,1 1/2 mins approx,Bright fan shaped light which quivered and shimmered&#44 finally swirling and vanishing.  ((Vandenberg rocket launch.  PD)),10/15/2002,44.5318,-122.898
1688,10/14/2002 19:30,cagayan de oro city (philippines),,ph,circle,300,3-5 mins.,My boyfriend and I went outside the firexit stairs on a 4 sorey building&#44 where the fm radio station is. My boyfriend first saw a white,10/15/2002,8.454236,124.63189799999999
1692,10/14/2002 20:00,hollister,nv,us,unknown,600,10 min,Very Bright Light in the Western Sky over Hollister&#44 NV on 10/14/02  ((Vandenberg rocket launch.  PD)),10/15/2002,42.353244000000004,-114.57503899999999
1693,10/14/2002 20:00,newcastle-upon-tyne (uk/england),,gb,oval,4200,1 hour and 10 minutes,The object swayed and suddenly dropped&#44 then made of circular motions&#44with the coloured lights circling it in no particular sequence,10/15/2002,54.978252000000005,-1.61778
1712,10/14/2004 20:50,kansas (rural),ks,us,formation,30,30 seconds,Several bright lights low in the sky over a field in Kansas. Lit up for a while and disapeared.,10/27/2004,39.011902,-98.484246
1730,10/14/2006 07:25,argostoli (greece),,gr,sphere,5,5 sec,our first ufo sighting. KEFALONIA GREECE,10/30/2006,38.173168,20.489973000000003
1736,10/14/2006 24:00,harrisburg area,pa,us,,0,,BLT RESEARCH REPORT:  Unusual wide ring of flattened field-corn found NW of Harrisburg&#44 PA.,12/7/2006,40.300090000000004,-76.858027
1738,10/14/2007 04:15,barquisimeto (venezuela),,ve,circle,120,at least 2 minutes,Round shaped ship with lights around&#44 static movement and then fly away,11/28/2007,10.063611,-69.334722
1739,10/14/2007 04:30,hyderabad (india),,in,light,900,15 minutes,Treasure Island&#44 Gandipet&#44 Hyderabad&#44 14th October 2007&#44 4:30 am&#44 Bright Light in the sky moving and blinking every 10 seconds &#33,11/28/2007,17.385044,78.486671
1740,10/14/2007 05:00,rawalpindi (pakistan),,pk,unknown,10,10 sec,((HOAX))  usaually i stand near the airport. on that day i saw that there were,11/28/2007,33.598394,73.044135
1757,10/14/2008 18:00,macomb township,mi,us,disk,0,unknown,Still daylight out&#44 kids saw green saucer not too far from ground hover and then quickly disappear.,10/31/2008,42.665197,-82.92864300000001
1761,10/14/2008 21:00,port st. joe,fl,us,light,7200,2 hours,Multiple sightings of white/yellow lights over the beach at Port St. Joe State Park&#44 Florida on 10/14/08,10/31/2008,29.811876,-85.302974
1772,10/14/2010 01:00,lesser slave lake (canada),ab,ca,rectangle,60,1 min,ufo landed,11/21/2010,55.431256000000005,-115.60389599999999
1780,10/14/2010 19:28,shelbyville,,,egg,300,5 minutes,4 objects one moving others still and started moving when it was in their area. erratic patern.,11/21/2010,0.0,0.0
1783,10/14/2010 21:30,tehran (iran),,ir,triangle,3600,1 hour,i like to share My Hd film,11/21/2010,35.696111,51.423056
1791,10/14/2011 05:00,falls twp,pa,us,formation,30,30 sec.,I don&#39t know what it was I saw&#44 but it made me very nervous and confused.,10/19/2011,40.16083,-74.79222
1805,10/14/2011 19:45,clinton township,mi,us,oval,2700,45 minutes,Multple oval amber orange solid translucent objects appearing to be leaving Earth in the same pattern.,1/12/2012,42.586888,-82.919551
